Date and time:,2022-05-10 10:22:14
Notes:
,,,,,,,,,,,,,,,,,,
Cyclic Voltammetry: CV i vs E Scan 1,,Cyclic Voltammetry: CV i vs E Scan 2,,Cyclic Voltammetry: CV i vs E Scan 3,,Cyclic Voltammetry: CV i vs E Scan 4,,Cyclic Voltammetry: CV i vs E Scan 5,,Cyclic Voltammetry: CV i vs E Scan 6,,Cyclic Voltammetry: CV i vs E Scan 7,,Cyclic Voltammetry: CV i vs E Scan 8,,Cyclic Voltammetry: CV i vs E Scan 9,,Cyclic Voltammetry: CV i vs E Scan 10
Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,
V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA
0.366056,160.359,0.366056,84.3647,0.366056,93.0241,0.366056,100.811,0.366056,107.725,0.366056,112.67,0.366056,116.27,0.366056,119.322,0.366056,122.388,0.366056,124.405
0.366994,160.964,0.366994,84.5841,0.366994,93.5725,0.366994,101.75,0.366994,108.087,0.366994,113.223,0.366994,117.386,0.366994,120.457,0.366994,122.741,0.366994,125.821
0.36801,160.683,0.36801,85.018,0.36801,93.7394,0.36801,101.593,0.36801,108.641,0.36801,113.604,0.36801,117.104,0.36801,120.414,0.36801,123.461,0.36801,125.564
0.369025,161.503,0.369025,85.4758,0.369025,94.4022,0.369025,102.661,0.369025,109.175,0.369025,114.248,0.369025,118.545,0.369025,121.587,0.369025,124,0.369025,127.07
0.369963,161.56,0.369963,86.7012,0.369963,95.4036,0.369963,103.319,0.369963,110.577,0.369963,115.416,0.369963,118.969,0.369963,122.421,0.369963,125.497,0.369963,127.609
0.370978,162.19,0.370978,86.9778,0.370978,96.0807,0.370978,104.401,0.370978,110.791,0.370978,116.146,0.370978,120.471,0.370978,123.504,0.370978,126.04,0.370978,129.178
0.371994,162.242,0.371994,88.2653,0.371994,96.9724,0.371994,105.136,0.371994,112.169,0.371994,117.248,0.371994,120.862,0.371994,124.338,0.371994,127.566,0.371994,129.803
0.372931,162.919,0.372931,88.5943,0.372931,97.7639,0.372931,106.128,0.372931,112.575,0.372931,117.944,0.372931,122.383,0.372931,125.525,0.372931,128.129,0.372931,131.438
0.373947,162.976,0.373947,89.8007,0.373947,98.6031,0.373947,106.81,0.373947,113.9,0.373947,119.093,0.373947,122.869,0.373947,126.427,0.373947,129.612,0.373947,131.91
0.374963,163.673,0.374963,90.1965,0.374963,99.3232,0.374963,107.739,0.374963,114.396,0.374963,119.799,0.374963,124.267,0.374963,127.562,0.374963,130.26,0.374963,133.508
0.375978,163.768,0.375978,91.4458,0.375978,100.243,0.375978,108.507,0.375978,115.812,0.375978,120.948,0.375978,124.848,0.375978,128.53,0.375978,131.801,0.375978,134.132
0.376916,164.44,0.376916,91.9226,0.376916,101.111,0.376916,109.485,0.376916,116.404,0.376916,121.787,0.376916,126.398,0.376916,129.655,0.376916,132.444,0.376916,135.83
0.377932,164.478,0.377932,93.0813,0.377932,101.922,0.377932,110.31,0.377932,117.724,0.377932,122.993,0.377932,126.923,0.377932,130.618,0.377932,133.904,0.377932,136.517
0.378947,165.179,0.378947,93.5725,0.378947,102.823,0.378947,111.373,0.378947,118.254,0.378947,123.89,0.378947,128.487,0.378947,131.92,0.378947,134.781,0.378947,138.267
0.379885,165.28,0.379885,94.984,0.379885,103.72,0.379885,112.317,0.379885,119.703,0.379885,125.03,0.379885,129.083,0.379885,133.002,0.379885,136.35,0.379885,138.91
0.3809,165.89,0.3809,95.456,0.3809,104.802,0.3809,113.376,0.3809,120.318,0.3809,125.998,0.3809,130.766,0.3809,134.137,0.3809,137.303,0.3809,140.66
0.381915,166.033,0.381915,96.9724,0.381915,105.718,0.381915,114.32,0.381915,121.897,0.381915,127.166,0.381915,131.534,0.381915,135.444,0.381915,138.92,0.381915,141.557
0.382854,166.724,0.382854,97.4444,0.382854,106.852,0.382854,115.412,0.382854,122.545,0.382854,128.286,0.382854,133.231,0.382854,136.698,0.382854,139.85,0.382854,143.378
0.383868,166.906,0.383868,99.1181,0.383868,107.797,0.383868,116.551,0.383868,124.257,0.383868,129.526,0.383868,133.942,0.383868,138.057,0.383868,141.609,0.383868,144.342
0.384884,167.606,0.384884,99.8,0.384884,109.046,0.384884,117.686,0.384884,124.92,0.384884,130.761,0.384884,135.711,0.384884,139.273,0.384884,142.654,0.384884,146.249
0.385821,167.802,0.385821,101.478,0.385821,110.124,0.385821,118.85,0.385821,126.579,0.385821,132.072,0.385821,136.555,0.385821,140.722,0.385821,144.332,0.385821,147.303
0.386837,168.446,0.386837,102.189,0.386837,111.554,0.386837,120.113,0.386837,127.328,0.386837,133.408,0.386837,138.5,0.386837,142.024,0.386837,145.515,0.386837,149.191
0.387853,168.66,0.387853,104.163,0.387853,112.751,0.387853,121.53,0.387853,129.278,0.387853,134.776,0.387853,139.368,0.387853,143.664,0.387853,147.393,0.387853,150.288
0.388868,169.347,0.388868,105.069,0.388868,114.377,0.388868,122.922,0.388868,130.194,0.388868,136.245,0.388868,141.461,0.388868,145.1,0.388868,148.714,0.388868,152.381
0.389806,169.5,0.389806,107.277,0.389806,115.717,0.389806,124.505,0.389806,132.12,0.389806,137.795,0.389806,142.482,0.389806,146.859,0.389806,150.641,0.389806,153.669
0.390821,170.196,0.390821,108.388,0.390821,117.538,0.390821,125.969,0.390821,133.126,0.390821,139.392,0.390821,144.508,0.390821,148.366,0.390821,151.995,0.390821,155.728
0.391837,170.458,0.391837,111.139,0.391837,119.274,0.391837,127.867,0.391837,135.568,0.391837,141.156,0.391837,145.877,0.391837,150.416,0.391837,154.174,0.391837,157.264
0.392775,171.207,0.392775,112.637,0.392775,121.468,0.392775,129.626,0.392775,136.865,0.392775,143.021,0.392775,148.128,0.392775,152.157,0.392775,155.8,0.392775,159.653
0.39379,171.478,0.39379,115.55,0.39379,123.442,0.39379,131.839,0.39379,139.278,0.39379,144.799,0.39379,149.654,0.39379,154.245,0.39379,158.055,0.39379,161.374
0.394806,171.793,0.394806,116.89,0.394806,125.397,0.394806,133.198,0.394806,140.102,0.394806,146.406,0.394806,151.423,0.394806,155.423,0.394806,159.157,0.394806,163.115
0.395743,172.232,0.395743,120.252,0.395743,127.705,0.395743,135.682,0.395743,142.987,0.395743,148.447,0.395743,153.125,0.395743,157.726,0.395743,161.622,0.395743,164.989
0.396759,172.904,0.396759,122.951,0.396759,130.971,0.396759,138.195,0.396759,145,0.396759,151.089,0.396759,156.139,0.396759,160.006,0.396759,163.859,0.396759,167.75
0.397775,173.31,0.397775,126.861,0.397775,133.651,0.397775,141.337,0.397775,148.266,0.397775,153.478,0.397775,158.251,0.397775,162.819,0.397775,166.567,0.397775,169.876
0.39879,174.068,0.39879,129.841,0.39879,137.365,0.39879,144.356,0.39879,150.674,0.39879,156.63,0.39879,161.446,0.39879,165.265,0.39879,169.156,0.39879,172.847
0.399728,174.425,0.399728,134.214,0.399728,140.722,0.399728,147.899,0.399728,154.398,0.399728,159.486,0.399728,164.006,0.399728,168.35,0.399728,172.146,0.399728,175.479
0.400743,175.141,0.400743,137.69,0.400743,144.871,0.400743,151.251,0.400743,157.254,0.400743,162.905,0.400743,167.597,0.400743,171.254,0.400743,175.069,0.400743,178.827
0.401759,175.584,0.401759,142.677,0.401759,148.786,0.401759,155.438,0.401759,161.565,0.401759,166.252,0.401759,170.744,0.401759,175.017,0.401759,178.693,0.401759,181.802
0.402697,176.295,0.402697,146.864,0.402697,153.592,0.402697,159.472,0.402697,165.103,0.402697,170.444,0.402697,174.84,0.402697,178.378,0.402697,182.131,0.402697,185.664
0.403712,176.852,0.403712,152.166,0.403712,157.917,0.403712,164.145,0.403712,169.857,0.403712,174.244,0.403712,178.459,0.403712,182.479,0.403712,186.094,0.403712,189.179
0.404728,177.611,0.404728,156.782,0.404728,163.253,0.404728,168.775,0.404728,174.01,0.404728,178.979,0.404728,183.128,0.404728,186.527,0.404728,190.042,0.404728,193.542
0.405665,178.178,0.405665,162.442,0.405665,168.002,0.405665,173.963,0.405665,179.265,0.405665,183.285,0.405665,187.305,0.405665,191.253,0.405665,194.577,0.405665,197.533
0.406681,179.032,0.406681,167.487,0.406681,173.82,0.406681,178.97,0.406681,183.891,0.406681,188.578,0.406681,192.598,0.406681,195.745,0.406681,199.226,0.406681,202.487
0.407697,179.837,0.407697,173.677,0.407697,179.079,0.407697,184.682,0.407697,189.732,0.407697,193.494,0.407697,197.376,0.407697,201.233,0.407697,204.333,0.407697,207.179
0.408634,180.724,0.408634,179.074,0.408634,185.383,0.408634,190.247,0.408634,194.929,0.408634,199.378,0.408634,203.098,0.408634,206.335,0.408634,209.673,0.408634,212.706
0.40965,181.816,0.40965,185.564,0.40965,190.891,0.40965,196.551,0.40965,201.276,0.40965,204.886,0.40965,208.538,0.40965,212.253,0.40965,215.314,0.40965,218.008
0.410666,182.856,0.410666,191.339,0.410666,197.657,0.410666,202.344,0.410666,206.908,0.410666,211.256,0.410666,214.847,0.410666,217.908,0.410666,221.113,0.410666,224.179
0.411681,184.258,0.411681,198.081,0.411681,203.594,0.411681,209.13,0.411681,213.722,0.411681,217.288,0.411681,220.807,0.411681,224.455,0.411681,227.235,0.411681,229.958
0.412619,185.798,0.412619,204.147,0.412619,210.627,0.412619,215.333,0.412619,219.839,0.412619,224.017,0.412619,227.598,0.412619,230.587,0.412619,233.806,0.412619,236.686
0.413634,187.71,0.413634,211.275,0.413634,216.912,0.413634,222.453,0.413634,226.973,0.413634,230.492,0.413634,234.016,0.413634,237.626,0.413634,240.448,0.413634,243.128
0.41465,189.67,0.41465,217.574,0.41465,224.241,0.41465,228.971,0.41465,233.415,0.41465,237.64,0.41465,241.283,0.41465,244.192,0.41465,247.344,0.41465,250.319
0.415587,192.097,0.415587,224.794,0.415587,230.635,0.415587,236.3,0.415587,240.792,0.415587,244.287,0.415587,247.844,0.415587,251.502,0.415587,254.248,0.415587,257.114
0.416603,194.782,0.416603,231.317,0.416603,238.322,0.416603,243.128,0.416603,247.615,0.416603,251.978,0.416603,255.502,0.416603,258.392,0.416603,261.734,0.416603,264.605
0.417619,197.943,0.417619,238.76,0.417619,245.093,0.417619,250.801,0.417619,255.421,0.417619,258.945,0.417619,262.664,0.417619,266.274,0.417619,269.106,0.417619,271.834
0.418556,201.319,0.418556,245.627,0.418556,252.87,0.418556,257.92,0.418556,262.493,0.418556,266.946,0.418556,270.508,0.418556,273.536,0.418556,276.898,0.418556,279.745
0.419572,205.234,0.419572,253.18,0.419572,259.779,0.419572,265.812,0.419572,270.485,0.419572,274.194,0.419572,277.904,0.419572,281.609,0.419572,284.489,0.419572,287.35
0.420588,209.316,0.420588,260.185,0.420588,267.69,0.420588,273.069,0.420588,277.923,0.420588,282.367,0.420588,286.12,0.420588,289.177,0.420588,292.567,0.420588,295.547
0.421603,214.16,0.421603,267.953,0.421603,274.953,0.421603,281.151,0.421603,286.025,0.421603,289.887,0.421603,293.859,0.421603,297.617,0.421603,300.516,0.421603,303.405
0.422541,218.209,0.422541,274.28,0.422541,282.248,0.422541,287.713,0.422541,292.815,0.422541,297.478,0.422541,301.279,0.422541,304.545,0.422541,308.074,0.422541,310.973
0.423556,223.807,0.423556,282.177,0.423556,289.458,0.423556,296.148,0.423556,301.155,0.423556,305.232,0.423556,309.347,0.423556,313.286,0.423556,316.161,0.423556,319.332
0.424572,229.119,0.424572,289.386,0.424572,297.764,0.424572,303.644,0.424572,308.932,0.424572,313.729,0.424572,317.839,0.424572,321.144,0.424572,324.92,0.424572,327.743
0.425509,235.208,0.425509,297.34,0.425509,305.122,0.425509,312.108,0.425509,317.425,0.425509,321.578,0.425509,325.898,0.425509,330.085,0.425509,333.108,0.425509,336.241
0.426525,240.963,0.426525,304.712,0.426525,313.51,0.426525,319.737,0.426525,325.245,0.426525,330.366,0.426525,334.6,0.426525,338.162,0.426525,341.867,0.426525,345.057
0.427541,247.677,0.427541,312.623,0.427541,320.982,0.427541,328.311,0.427541,333.875,0.427541,338.363,0.427541,342.835,0.427541,347.16,0.427541,350.369,0.427541,353.578
0.428478,254.086,0.428478,320.123,0.428478,329.503,0.428478,336.098,0.428478,341.982,0.428478,347.289,0.428478,351.638,0.428478,355.381,0.428478,359.424,0.428478,362.524
0.429494,261.172,0.429494,328.115,0.429494,336.965,0.429494,344.809,0.429494,350.722,0.429494,355.39,0.429494,360.23,0.429494,364.589,0.429494,367.97,0.429494,371.388
0.43051,267.824,0.43051,335.697,0.43051,345.568,0.43051,352.696,0.43051,358.905,0.43051,364.422,0.43051,369.004,0.43051,372.943,0.43051,377.139,0.43051,380.267
0.431447,275.291,0.431447,343.832,0.431447,353.24,0.431447,361.532,0.431447,367.679,0.431447,372.719,0.431447,377.687,0.431447,382.289,0.431447,385.794,0.431447,389.408
0.432463,282.272,0.432463,351.371,0.432463,361.866,0.432463,369.324,0.432463,375.933,0.432463,381.764,0.432463,386.609,0.432463,390.762,0.432463,394.992,0.432463,398.387
0.433478,290.097,0.433478,359.568,0.433478,369.629,0.433478,378.331,0.433478,384.892,0.433478,390.238,0.433478,395.478,0.433478,400.333,0.433478,403.794,0.433478,407.638
0.434494,297.316,0.434494,367.183,0.434494,378.326,0.434494,386.318,0.434494,393.161,0.434494,399.365,0.434494,404.39,0.434494,408.768,0.434494,413.183,0.434494,416.693
0.435431,305.365,0.435431,375.122,0.435431,385.903,0.435431,395.135,0.435431,402.03,0.435431,407.762,0.435431,413.255,0.435431,418.238,0.435431,422.005,0.435431,426.015
0.436447,312.728,0.436447,382.737,0.436447,394.696,0.436447,403.108,0.436447,410.523,0.436447,417.022,0.436447,422.315,0.436447,426.835,0.436447,431.537,0.436447,435.099
0.437463,321.068,0.437463,390.863,0.437463,402.316,0.437463,412.077,0.437463,419.406,0.437463,425.41,0.437463,431.27,0.437463,436.467,0.437463,440.316,0.437463,444.493
0.4384,328.573,0.4384,398.487,0.4384,411.133,0.4384,420.131,0.4384,427.932,0.4384,434.894,0.4384,440.373,0.4384,445.155,0.4384,450.076,0.4384,453.791
0.439416,337.142,0.439416,406.541,0.439416,418.705,0.439416,429.134,0.439416,436.958,0.439416,443.339,0.439416,449.423,0.439416,454.883,0.439416,458.988,0.439416,463.318
0.440432,344.843,0.440432,414.118,0.440432,427.484,0.440432,437.087,0.440432,445.504,0.440432,452.732,0.440432,458.459,0.440432,463.552,0.440432,468.592,0.440432,472.545
0.441369,353.531,0.441369,422.153,0.441369,435.118,0.441369,446.214,0.441369,454.521,0.441369,461.273,0.441369,467.762,0.441369,473.484,0.441369,477.714,0.441369,482.234
0.442385,361.356,0.442385,429.758,0.442385,443.892,0.442385,454.158,0.442385,463.132,0.442385,470.666,0.442385,476.756,0.442385,482.11,0.442385,487.446,0.442385,491.442
0.4434,370.153,0.4434,437.693,0.4434,451.621,0.4434,463.313,0.4434,472.135,0.4434,479.211,0.4434,486.082,0.4434,492.1,0.4434,496.563,0.4434,501.127
0.444416,378.093,0.444416,445.179,0.444416,460.295,0.444416,471.32,0.444416,480.694,0.444416,488.7,0.444416,495.104,0.444416,500.726,0.444416,506.324,0.444416,510.718
0.445354,386.924,0.445354,453.042,0.445354,467.848,0.445354,480.461,0.445354,489.692,0.445354,497.183,0.445354,504.365,0.445354,510.718,0.445354,515.534,0.445354,520.446
0.446369,394.935,0.446369,460.615,0.446369,476.555,0.446369,488.376,0.446369,498.28,0.446369,506.768,0.446369,513.675,0.446369,519.54,0.446369,525.405,0.446369,529.744
0.447385,403.813,0.447385,468.373,0.447385,484.194,0.447385,497.398,0.447385,507.302,0.447385,515.582,0.447385,522.925,0.447385,529.41,0.447385,534.417,0.447385,539.615
0.448322,411.839,0.448322,475.749,0.448322,492.754,0.448322,505.237,0.448322,516.154,0.448322,525.023,0.448322,532.128,0.448322,538.184,0.448322,544.335,0.448322,548.865
0.449338,419.974,0.449338,482.525,0.449338,499.434,0.449338,513.627,0.449338,524.26,0.449338,532.653,0.449338,540.664,0.449338,547.387,0.449338,552.537,0.449338,558.068
0.450354,428.199,0.450354,489.993,0.450354,508.031,0.450354,521.733,0.450354,532.987,0.450354,542.38,0.450354,549.771,0.450354,556.304,0.450354,562.646,0.450354,567.462
0.451291,437.125,0.451291,497.603,0.451291,515.82,0.451291,530.745,0.451291,541.856,0.451291,550.916,0.451291,559.165,0.451291,566.318,0.451291,571.802,0.451291,577.476
0.452307,445.256,0.452307,504.803,0.452307,524.165,0.452307,538.709,0.452307,550.63,0.452307,560.5,0.452307,568.416,0.452307,575.283,0.452307,581.863,0.452307,586.822
0.453322,454.144,0.453322,512.435,0.453322,531.604,0.453322,547.53,0.453322,559.451,0.453322,568.941,0.453322,577.857,0.453322,585.153,0.453322,590.971,0.453322,596.836
0.45426,462.26,0.45426,519.683,0.45426,539.996,0.45426,555.446,0.45426,568.273,0.45426,578.62,0.45426,586.87,0.45426,594.165,0.45426,600.984,0.45426,606.182
0.455276,471.172,0.455276,526.835,0.455276,547.292,0.455276,564.315,0.455276,576.904,0.455276,587.108,0.455276,596.359,0.455276,604.084,0.455276,610.139,0.455276,616.243
0.456291,479.059,0.456291,533.94,0.456291,555.541,0.456291,572.088,0.456291,585.535,0.456291,596.693,0.456291,605.419,0.456291,613.143,0.456291,620.153,0.456291,625.684
0.457307,487.89,0.457307,540.95,0.457307,562.98,0.457307,580.957,0.457307,594.308,0.457307,605.133,0.457307,614.908,0.457307,623.062,0.457307,629.356,0.457307,635.793
0.458244,495.824,0.458244,548.007,0.458244,571.086,0.458244,588.682,0.458244,603.082,0.458244,614.812,0.458244,623.92,0.458244,632.074,0.458244,639.513,0.458244,645.187
0.45926,504.579,0.45926,554.778,0.45926,578.287,0.45926,597.503,0.45926,611.665,0.45926,623.205,0.45926,633.504,0.45926,642.04,0.45926,648.716,0.45926,655.344
0.460276,512.483,0.460276,561.645,0.460276,586.25,0.460276,605.228,0.460276,620.487,0.460276,632.789,0.460276,642.517,0.460276,651.052,0.460276,658.824,0.460276,664.833
0.461213,521.066,0.461213,568.368,0.461213,593.498,0.461213,613.811,0.461213,628.974,0.461213,641.277,0.461213,652.149,0.461213,661.018,0.461213,668.027,0.461213,674.894
0.462229,528.6,0.462229,574.949,0.462229,601.318,0.462229,621.488,0.462229,637.748,0.462229,650.861,0.462229,661.018,0.462229,670.078,0.462229,678.279,0.462229,684.431
0.463244,536.897,0.463244,581.291,0.463244,608.327,0.463244,629.976,0.463244,646.331,0.463244,659.254,0.463244,670.698,0.463244,679.996,0.463244,687.482,0.463244,694.588
0.464182,544.192,0.464182,587.871,0.464182,616.004,0.464182,637.605,0.464182,654.867,0.464182,668.647,0.464182,679.567,0.464182,688.961,0.464182,697.592,0.464182,703.981
0.465198,552.299,0.465198,593.927,0.465198,622.919,0.465198,645.997,0.465198,663.211,0.465198,677.135,0.465198,689.152,0.465198,698.879,0.465198,706.699,0.465198,714.233
0.466212,559.451,0.466212,600.126,0.466212,630.453,0.466212,653.532,0.466212,671.794,0.466212,686.529,0.466212,698.021,0.466212,707.987,0.466212,716.951,0.466212,723.722
0.467151,567.272,0.467151,605.896,0.467151,637.128,0.467151,661.781,0.467151,680.187,0.467151,694.874,0.467151,707.558,0.467151,717.905,0.467151,726.059,0.467151,734.07
0.468166,573.804,0.468166,611.761,0.468166,644.472,0.468166,669.124,0.468166,688.723,0.468166,704.172,0.468166,716.475,0.468166,726.917,0.468166,736.359,0.468166,743.416
0.469181,581.291,0.469181,617.054,0.469181,650.957,0.469181,677.278,0.469181,696.829,0.469181,712.612,0.469181,725.868,0.469181,736.74,0.469181,745.419,0.469181,753.62
0.470197,587.585,0.470197,622.585,0.470197,657.918,0.470197,684.669,0.470197,705.46,0.470197,721.863,0.470197,734.88,0.470197,745.895,0.470197,755.718,0.470197,763.157
0.471134,594.547,0.471134,627.449,0.471134,664.26,0.471134,692.728,0.471134,713.614,0.471134,730.303,0.471134,744.465,0.471134,755.814,0.471134,764.921,0.471134,773.504
0.47215,600.269,0.47215,632.36,0.47215,670.984,0.47215,699.785,0.47215,722.006,0.47215,739.506,0.47215,753.191,0.47215,764.921,0.47215,775.173,0.47215,782.898
0.473166,606.658,0.473166,636.556,0.473166,676.992,0.473166,707.462,0.473166,730.064,0.473166,747.803,0.473166,762.728,0.473166,774.696,0.473166,784.281,0.473166,793.293
0.474103,611.618,0.474103,640.752,0.474103,683.191,0.474103,714.424,0.474103,738.314,0.474103,756.815,0.474103,771.359,0.474103,783.756,0.474103,794.485,0.474103,802.639
0.475119,617.483,0.475119,644.186,0.475119,688.913,0.475119,722.006,0.475119,746.277,0.475119,765.16,0.475119,780.848,0.475119,793.484,0.475119,803.64,0.475119,812.987
0.476134,621.059,0.476134,646.904,0.476134,694.111,0.476134,727.966,0.476134,753.716,0.476134,773.314,0.476134,788.715,0.476134,801.733,0.476134,812.939,0.476134,821.57
0.477072,626.209,0.477072,649.335,0.477072,699.213,0.477072,735.357,0.477072,761.44,0.477072,781.515,0.477072,798.252,0.477072,811.413,0.477072,822.142,0.477072,831.965
0.478087,629.833,0.478087,652.053,0.478087,704.649,0.478087,741.938,0.478087,769.594,0.478087,790.432,0.478087,806.74,0.478087,820.616,0.478087,832.394,0.478087,841.359
0.479103,634.029,0.479103,653.675,0.479103,709.322,0.479103,749.042,0.479103,777.128,0.479103,798.681,0.479103,816.277,0.479103,830.201,0.479103,841.454,0.479103,851.658
0.480119,636.938,0.480119,655.582,0.480119,714.329,0.480119,755.48,0.480119,785.187,0.480119,807.407,0.480119,824.908,0.480119,839.404,0.480119,851.754,0.480119,861.195
0.481056,640.371,0.481056,656.583,0.481056,718.573,0.481056,762.251,0.481056,792.625,0.481056,815.657,0.481056,834.301,0.481056,848.893,0.481056,860.814,0.481056,871.542
0.482072,642.326,0.482072,657.775,0.482072,722.769,0.482072,768.259,0.482072,800.35,0.482072,824.288,0.482072,842.694,0.482072,858.096,0.482072,870.875,0.482072,880.888
0.483088,644.901,0.483088,658.062,0.483088,726.44,0.483088,774.649,0.483088,807.598,0.483088,832.346,0.483088,852.135,0.483088,867.68,0.483088,880.03,0.483088,891.236
0.484025,645.95,0.484025,658.395,0.484025,730.112,0.484025,780.18,0.484025,815.228,0.484025,840.786,0.484025,860.289,0.484025,876.502,0.484025,890.091,0.484025,900.486
0.485041,647.619,0.485041,658.062,0.485041,733.212,0.485041,786.284,0.485041,822.19,0.485041,848.75,0.485041,869.73,0.485041,886.229,0.485041,899.151,0.485041,910.977
0.486056,648.048,0.486056,657.966,0.486056,736.216,0.486056,791.576,0.486056,829.628,0.486056,857.094,0.486056,877.98,0.486056,895.003,0.486056,909.356,0.486056,920.275
0.486994,648.906,0.486994,657.06,0.486994,738.934,0.486994,797.203,0.486994,836.447,0.486994,864.914,0.486994,887.23,0.486994,904.587,0.486994,918.416,0.486994,930.67
0.488009,648.668,0.488009,656.488,0.488009,741.413,0.488009,802.067,0.488009,843.647,0.488009,873.164,0.488009,895.384,0.488009,913.504,0.488009,928.477,0.488009,939.969
0.489025,648.859,0.489025,655.057,0.489025,743.511,0.489025,807.312,0.489025,850.037,0.489025,880.888,0.489025,904.492,0.489025,922.945,0.489025,937.489,0.489025,950.316
0.489963,647.953,0.489963,654.104,0.489963,745.562,0.489963,811.747,0.489963,857.094,0.489963,888.852,0.489963,912.646,0.489963,931.672,0.489963,947.408,0.489963,959.519
0.490978,647.762,0.490978,652.292,0.490978,747.135,0.490978,816.659,0.490978,863.102,0.490978,896.29,0.490978,921.658,0.490978,941.113,0.490978,956.563,0.490978,969.962
0.491994,646.427,0.491994,650.957,0.491994,748.804,0.491994,820.712,0.491994,869.921,0.491994,904.349,0.491994,929.621,0.491994,949.887,0.491994,966.386,0.491994,979.07
0.49301,645.807,0.49301,648.716,0.49301,749.853,0.49301,825.099,0.49301,875.739,0.49301,911.597,0.49301,938.586,0.49301,959.138,0.49301,975.303,0.49301,989.417
0.493947,644.233,0.493947,646.999,0.493947,750.807,0.493947,828.675,0.493947,882.081,0.493947,919.131,0.493947,946.216,0.493947,967.721,0.493947,985.03,0.493947,998.477
0.494963,643.327,0.494963,644.376,0.494963,751.665,0.494963,832.633,0.494963,887.612,0.494963,926.283,0.494963,955.037,0.494963,976.829,0.494963,993.995,0.494963,1008.78
0.495978,641.468,0.495978,642.469,0.495978,752.19,0.495978,835.97,0.495978,893.715,0.495978,933.722,0.495978,962.714,0.495978,985.412,0.495978,1003.67,0.495978,1017.74
0.496916,640.419,0.496916,639.656,0.496916,752.523,0.496916,839.499,0.496916,898.865,0.496916,940.589,0.496916,971.202,0.496916,994.376,0.496916,1012.59,0.496916,1027.95
0.497931,638.559,0.497931,637.557,0.497931,752.476,0.497931,842.312,0.497931,904.635,0.497931,947.646,0.497931,978.593,0.497931,1002.91,0.497931,1022.03,0.497931,1036.91
0.498947,637.414,0.498947,634.506,0.498947,752.285,0.498947,845.316,0.498947,909.403,0.498947,954.322,0.498947,987.176,0.498947,1011.69,0.498947,1030.81,0.498947,1046.92
0.499885,635.507,0.499885,632.312,0.499885,751.856,0.499885,847.748,0.499885,914.839,0.499885,961.236,0.499885,994.424,0.499885,1020.08,0.499885,1040.25,0.499885,1055.98
0.5009,634.172,0.5009,629.117,0.5009,751.331,0.5009,850.371,0.5009,919.226,0.5009,967.626,0.5009,1002.58,0.5009,1028.57,0.5009,1048.97,0.5009,1065.85
0.501916,632.265,0.501916,627.019,0.501916,750.33,0.501916,852.421,0.501916,924.233,0.501916,974.111,0.501916,1009.59,0.501916,1036.86,0.501916,1058.22,0.501916,1074.72
0.502932,630.834,0.502932,623.92,0.502932,749.472,0.502932,854.424,0.502932,928.238,0.502932,980.214,0.502932,1017.65,0.502932,1045.21,0.502932,1066.71,0.502932,1084.59
0.503869,628.068,0.503869,620.82,0.503869,747.135,0.503869,854.949,0.503869,932.053,0.503869,985.459,0.503869,1023.51,0.503869,1052.45,0.503869,1074.96,0.503869,1092.46
0.504885,626.638,0.504885,617.816,0.504885,745.895,0.504885,856.427,0.504885,935.629,0.504885,991.324,0.504885,1031.19,0.504885,1060.51,0.504885,1083.4,0.504885,1102.19
0.5059,624.492,0.5059,615.671,0.5059,744.036,0.5059,857.333,0.5059,939.874,0.5059,997.142,0.5059,1037.67,0.5059,1068.57,0.5059,1092.27,0.5059,1110.77
0.506838,622.823,0.506838,612.762,0.506838,742.462,0.506838,858.048,0.506838,942.925,0.506838,1002.63,0.506838,1045.3,0.506838,1076.44,0.506838,1100.52,0.506838,1120.31
0.507854,620.677,0.507854,610.712,0.507854,740.364,0.507854,858.382,0.507854,946.74,0.507854,1008.06,0.507854,1051.5,0.507854,1084.26,0.507854,1109.34,0.507854,1128.84
0.508869,618.865,0.508869,607.851,0.508869,738.504,0.508869,858.334,0.508869,949.315,0.508869,1013.26,0.508869,1058.7,0.508869,1091.99,0.508869,1117.4,0.508869,1138.19
0.509807,616.672,0.509807,606.086,0.509807,736.263,0.509807,858.239,0.509807,952.271,0.509807,1018.12,0.509807,1064.71,0.509807,1099.57,0.509807,1125.94,0.509807,1146.58
0.510822,614.765,0.510822,603.225,0.510822,734.213,0.510822,857.619,0.510822,954.179,0.510822,1022.75,0.510822,1071.53,0.510822,1106.91,0.510822,1133.85,0.510822,1155.79
0.511838,612.38,0.511838,601.604,0.511838,731.829,0.511838,856.999,0.511838,956.801,0.511838,1027.37,0.511838,1077.2,0.511838,1114.21,0.511838,1142.24,0.511838,1164.13
