Date and time:,2022-05-10 10:21:49
81.06,-565.317
81.07,-565.603
81.08,-565.269
81.09,-565.507
81.1,-565.221
81.11,-565.507
81.12,-565.221
81.13,-565.46
81.14,-565.221
81.15,-565.412
81.16,-565.174
81.17,-565.412
81.18,-565.174
81.19,-565.412
81.2,-565.126
81.21,-565.317
81.22,-565.031
81.23,-565.364
81.24,-565.031
81.25,-565.317
81.26,-565.031
81.27,-565.317
81.28,-564.983
81.29,-565.269
81.3,-564.983
81.31,-565.221
81.32,-564.983
81.33,-565.221
81.34,-564.935
81.35,-565.174
81.36,-564.888
81.37,-565.174
81.38,-564.84
81.39,-565.126
81.4,-564.792
81.41,-565.078
81.42,-564.792
81.43,-565.031
81.44,-564.744
81.45,-565.078
81.46,-564.744
81.47,-565.031
81.48,-564.744
81.49,-564.983
81.5,-564.697
81.51,-564.983
81.52,-564.697
81.53,-564.935
81.54,-564.649
81.55,-564.935
81.56,-564.649
81.57,-564.888
81.58,-564.601
81.59,-564.888
81.6,-564.554
81.61,-564.84
81.62,-564.554
81.63,-564.84
81.64,-564.506
81.65,-564.792
81.66,-564.458
81.67,-564.792
81.68,-564.506
81.69,-564.744
81.7,-564.506
81.71,-564.792
81.72,-564.506
81.73,-564.744
81.74,-564.458
81.75,-564.744
81.76,-564.458
81.77,-564.697
81.78,-564.458
81.79,-564.697
81.8,-564.411
81.81,-564.649
81.82,-564.363
81.83,-564.649
81.84,-564.363
81.85,-564.649
81.86,-564.315
81.87,-564.649
81.88,-564.315
81.89,-564.601
81.9,-564.268
81.91,-564.554
81.92,-564.268
81.93,-564.554
81.94,-564.268
81.95,-564.506
81.96,-564.268
81.97,-564.458
81.98,-564.22
81.99,-564.458
82,-564.172
82.01,-564.458
82.02,-564.125
82.03,-564.411
82.04,-564.125
82.05,-564.363
82.06,-564.077
82.07,-564.363
82.08,-564.077
82.09,-564.363
82.1,-564.029
82.11,-564.315
82.12,-564.029
82.13,-564.268
82.14,-564.029
82.15,-564.268
82.16,-564.029
82.17,-564.22
82.18,-563.934
82.19,-564.22
82.2,-563.934
82.21,-564.172
82.22,-563.886
82.23,-564.172
82.24,-563.886
82.25,-564.172
82.26,-563.839
82.27,-564.125
82.28,-563.839
82.29,-564.077
82.3,-563.791
82.31,-564.077
82.32,-563.791
82.33,-564.077
82.34,-563.743
82.35,-563.982
82.36,-563.695
82.37,-563.982
82.38,-563.695
82.39,-563.934
82.4,-563.695
82.41,-563.982
82.42,-563.648
82.43,-563.886
82.44,-563.648
82.45,-563.886
82.46,-563.648
82.47,-563.886
82.48,-563.552
82.49,-563.839
82.5,-563.552
82.51,-563.791
82.52,-563.552
82.53,-563.791
82.54,-563.505
82.55,-563.791
82.56,-563.457
82.57,-563.743
82.58,-563.457
82.59,-563.743
82.6,-563.409
82.61,-563.695
82.62,-563.409
82.63,-563.695
82.64,-563.362
82.65,-563.648
82.66,-563.362
82.67,-563.6
82.68,-563.314
82.69,-563.6
82.7,-563.314
82.71,-563.552
82.72,-563.266
82.73,-563.552
82.74,-563.266
82.75,-563.552
82.76,-563.171
82.77,-563.505
82.78,-563.171
82.79,-563.457
82.8,-563.171
82.81,-563.409
82.82,-563.123
82.83,-563.409
82.84,-563.123
82.85,-563.409
82.86,-563.123
82.87,-563.362
82.88,-563.076
82.89,-563.362
82.9,-563.076
82.91,-563.362
82.92,-563.028
82.93,-563.314
82.94,-563.028
82.95,-563.314
82.96,-562.98
82.97,-563.314
82.98,-562.98
82.99,-563.219
83,-562.98
83.01,-563.219
83.02,-562.932
83.03,-563.219
83.04,-562.885
83.05,-563.171
83.06,-562.885
83.07,-563.171
83.08,-562.885
83.09,-563.123
83.1,-562.837
83.11,-563.123
83.12,-562.837
83.13,-563.123
83.14,-562.837
83.15,-563.028
83.16,-562.789
83.17,-563.076
83.18,-562.742
83.19,-563.028
83.2,-562.742
83.21,-563.028
83.22,-562.694
83.23,-562.98
83.24,-562.694
83.25,-562.932
83.26,-562.646
83.27,-562.932
83.28,-562.646
83.29,-562.885
83.3,-562.599
83.31,-562.885
83.32,-562.551
83.33,-562.837
83.34,-562.551
83.35,-562.837
83.36,-562.551
83.37,-562.789
83.38,-562.503
83.39,-562.789
83.4,-562.455
83.41,-562.789
83.42,-562.455
83.43,-562.742
83.44,-562.455
83.45,-562.742
83.46,-562.455
83.47,-562.694
83.48,-562.407
83.49,-562.694
83.5,-562.36
83.51,-562.646
83.52,-562.36
83.53,-562.599
83.54,-562.36
83.55,-562.599
83.56,-562.264
83.57,-562.551
83.58,-562.264
83.59,-562.503
83.6,-562.264
83.61,-562.503
83.62,-562.217
83.63,-562.503
83.64,-562.169
83.65,-562.455
83.66,-562.169
83.67,-562.455
83.68,-562.169
83.69,-562.407
83.7,-562.121
83.71,-562.407
83.72,-562.121
83.73,-562.36
83.74,-562.074
83.75,-562.36
83.76,-562.026
83.77,-562.312
83.78,-562.026
83.79,-562.312
83.8,-562.026
83.81,-562.264
83.82,-561.978
83.83,-562.264
83.84,-561.931
83.85,-562.217
83.86,-561.931
83.87,-562.217
83.88,-561.883
83.89,-562.169
83.9,-561.883
83.91,-562.121
83.92,-561.835
83.93,-562.121
83.94,-561.835
83.95,-562.121
83.96,-561.835
83.97,-562.074
83.98,-561.788
83.99,-562.074
84,-561.74
84.01,-562.026
84.02,-561.74
84.03,-562.026
84.04,-561.74
84.05,-561.978
84.06,-561.692
84.07,-561.978
84.08,-561.692
84.09,-561.931
84.1,-561.645
84.11,-561.883
84.12,-561.597
84.13,-561.931
84.14,-561.597
84.15,-561.883
84.16,-561.549
84.17,-561.835
84.18,-561.549
84.19,-561.835
84.2,-561.549
84.21,-561.788
84.22,-561.502
84.23,-561.74
84.24,-561.454
84.25,-561.788
84.26,-561.502
84.27,-561.74
84.28,-561.454
84.29,-561.74
84.3,-561.406
84.31,-561.645
84.32,-561.406
84.33,-561.645
84.34,-561.406
84.35,-561.645
84.36,-561.263
84.37,-561.645
84.38,-561.311
84.39,-561.597
84.4,-561.263
84.41,-561.597
84.42,-561.263
84.43,-561.549
84.44,-561.215
84.45,-561.549
84.46,-561.215
84.47,-561.502
84.48,-561.215
84.49,-561.502
84.5,-561.168
84.51,-561.454
84.52,-561.168
84.53,-561.454
84.54,-561.12
84.55,-561.406
84.56,-561.12
84.57,-561.406
84.58,-561.072
84.59,-561.358
84.6,-561.072
84.61,-561.358
84.62,-561.025
84.63,-561.311
84.64,-561.025
84.65,-561.263
84.66,-560.977
84.67,-561.263
84.68,-560.929
84.69,-561.215
84.7,-560.882
84.71,-561.215
84.72,-560.929
84.73,-561.215
84.74,-560.882
84.75,-561.168
84.76,-560.834
84.77,-561.168
84.78,-560.834
84.79,-561.12
84.8,-560.834
84.81,-561.12
84.82,-560.786
84.83,-561.072
84.84,-560.786
84.85,-561.025
84.86,-560.739
84.87,-561.072
84.88,-560.739
84.89,-561.025
84.9,-560.739
84.91,-560.977
84.92,-560.691
84.93,-560.977
84.94,-560.643
84.95,-560.929
84.96,-560.643
84.97,-560.929
84.98,-560.596
84.99,-560.882
85,-560.596
85.01,-560.882
85.02,-560.596
85.03,-560.834
85.04,-560.548
85.05,-560.834
85.06,-560.5
85.07,-560.786
85.08,-560.5
85.09,-560.786
85.1,-560.452
85.11,-560.739
85.12,-560.452
85.13,-560.739
85.14,-560.405
85.15,-560.739
85.16,-560.452
85.17,-560.643
85.18,-560.405
85.19,-560.643
85.2,-560.357
85.21,-560.643
85.22,-560.357
85.23,-560.643
85.24,-560.309
85.25,-560.596
85.26,-560.309
85.27,-560.548
85.28,-560.262
85.29,-560.548
85.3,-560.214
85.31,-560.5
85.32,-560.166
85.33,-560.5
85.34,-560.166
85.35,-560.452
85.36,-560.166
85.37,-560.452
85.38,-560.119
85.39,-560.405
85.4,-560.119
85.41,-560.405
85.42,-560.071
85.43,-560.405
85.44,-560.071
85.45,-560.357
85.46,-560.071
85.47,-560.309
85.48,-560.023
85.49,-560.309
85.5,-560.023
85.51,-560.262
85.52,-559.976
85.53,-560.309
85.54,-559.976
85.55,-560.262
85.56,-559.928
85.57,-560.214
85.58,-559.928
85.59,-560.214
85.6,-559.88
85.61,-560.166
85.62,-559.88
85.63,-560.166
85.64,-559.88
85.65,-560.119
85.66,-559.833
85.67,-560.071
85.68,-559.785
85.69,-560.071
85.7,-559.785
85.71,-560.071
85.72,-559.737
85.73,-560.023
85.74,-559.737
85.75,-560.023
85.76,-559.69
85.77,-559.976
85.78,-559.69
85.79,-559.976
85.8,-559.642
85.81,-559.976
85.82,-559.642
85.83,-559.928
85.84,-559.594
85.85,-559.88
85.86,-559.642
85.87,-559.88
85.88,-559.594
85.89,-559.88
85.9,-559.928
85.91,-559.546
85.92,-559.833
85.93,-559.499
85.94,-559.785
85.95,-559.499
85.96,-559.785
85.97,-559.499
85.98,-559.785
85.99,-559.451
86,-559.737
86.01,-559.451
86.02,-559.69
86.03,-559.403
86.04,-559.69
86.05,-559.356
86.06,-559.642
86.07,-559.356
86.08,-559.642
86.09,-559.356
86.1,-559.642
86.11,-559.356
86.12,-559.594
86.13,-559.308
86.14,-559.594
86.15,-559.26
86.16,-559.594
86.17,-559.26
86.18,-559.546
86.19,-559.213
86.2,-559.499
86.21,-559.213
86.22,-559.499
86.23,-559.213
86.24,-559.451
86.25,-559.165
86.26,-559.451
86.27,-559.165
86.28,-559.403
86.29,-559.165
86.3,-559.403
86.31,-559.07
86.32,-559.403
86.33,-559.117
86.34,-559.403
86.35,-559.07
86.36,-559.356
86.37,-559.022
86.38,-559.308
86.39,-559.022
86.4,-559.308
86.41,-559.022
86.42,-559.26
86.43,-558.974
86.44,-559.26
86.45,-558.927
86.46,-559.26
86.47,-558.974
86.48,-559.213
86.49,-558.927
86.5,-559.213
86.51,-558.879
86.52,-559.165
86.53,-558.879
86.54,-559.117
86.55,-558.879
86.56,-559.117
86.57,-558.831
86.58,-559.117
86.59,-558.831
86.6,-559.07
86.61,-558.784
86.62,-559.07
86.63,-558.784
86.64,-559.022
86.65,-558.736
86.66,-559.022
86.67,-558.736
86.68,-559.022
86.69,-558.688
86.7,-558.974
86.71,-558.688
86.72,-558.974
86.73,-558.688
86.74,-558.927
86.75,-558.641
86.76,-558.927
86.77,-558.641
86.78,-558.927
86.79,-558.593
86.8,-558.879
86.81,-558.593
86.82,-558.879
86.83,-558.593
86.84,-558.879
86.85,-558.545
86.86,-558.831
86.87,-558.497
86.88,-558.784
86.89,-558.497
86.9,-558.784
86.91,-558.45
86.92,-558.784
86.93,-558.45
86.94,-558.736
86.95,-558.45
86.96,-558.736
86.97,-558.402
86.98,-558.688
86.99,-558.402
87,-558.688
87.01,-558.402
87.02,-558.641
87.03,-558.307
87.04,-558.641
87.05,-558.259
87.06,-558.593
87.07,-558.259
87.08,-558.593
87.09,-558.211
87.1,-558.545
87.11,-558.211
87.12,-558.545
87.13,-558.211
87.14,-558.497
87.15,-558.164
87.16,-558.497
87.17,-558.164
87.18,-558.45
87.19,-558.164
87.2,-558.45
87.21,-558.116
87.22,-558.45
87.23,-558.068
87.24,-558.45
87.25,-558.068
87.26,-558.402
87.27,-558.068
87.28,-558.307
87.29,-558.021
87.3,-558.307
87.31,-558.021
87.32,-558.259
87.33,-557.973
87.34,-558.259
87.35,-557.973
87.36,-558.211
87.37,-557.925
87.38,-558.211
87.39,-557.925
87.4,-558.211
87.41,-557.925
87.42,-558.164
87.43,-557.878
87.44,-558.164
87.45,-557.878
87.46,-558.164
87.47,-557.83
87.48,-558.164
87.49,-557.878
87.5,-558.116
87.51,-557.83
87.52,-558.116
87.53,-557.782
87.54,-558.116
87.55,-557.782
87.56,-558.021
87.57,-557.734
87.58,-558.021
87.59,-557.734
87.6,-557.973
87.61,-557.687
87.62,-557.973
87.63,-557.687
87.64,-557.973
87.65,-557.639
87.66,-557.925
87.67,-557.639
87.68,-557.925
87.69,-557.591
87.7,-557.878
87.71,-557.591
87.72,-557.878
87.73,-557.544
87.74,-557.83
87.75,-557.591
87.76,-557.83
87.77,-557.544
87.78,-557.83
87.79,-557.496
87.8,-557.782
87.81,-557.496
87.82,-557.734
87.83,-557.496
87.84,-557.734
87.85,-557.448
87.86,-557.734
87.87,-557.401
87.88,-557.687
87.89,-557.401
87.9,-557.639
87.91,-557.401
87.92,-557.687
87.93,-557.401
87.94,-557.639
87.95,-557.353
87.96,-557.639
87.97,-557.305
87.98,-557.639
87.99,-557.353
88,-557.591
88.01,-557.258
88.02,-557.544
88.03,-557.258
88.04,-557.544
88.05,-557.21
88.06,-557.496
88.07,-557.21
88.08,-557.496
88.09,-557.21
88.1,-557.448
88.11,-557.162
88.12,-557.496
88.13,-557.162
88.14,-557.448
88.15,-557.162
88.16,-557.448
88.17,-557.115
88.18,-557.401
88.19,-557.115
88.2,-557.401
88.21,-557.115
88.22,-557.353
88.23,-557.067
88.24,-557.353
88.25,-557.067
88.26,-557.305
88.27,-557.067
88.28,-557.305
88.29,-557.019
88.3,-557.305
88.31,-557.019
88.32,-557.258
88.33,-556.972
88.34,-557.258
88.35,-556.972
88.36,-557.258
88.37,-556.972
88.38,-557.21
88.39,-556.924
88.4,-557.162
88.41,-556.876
88.42,-557.162
88.43,-556.876
88.44,-557.162
88.45,-556.876
88.46,-557.115
88.47,-556.828
88.48,-557.115
88.49,-556.781
88.5,-557.067
88.51,-556.781
88.52,-557.067
88.53,-556.781
88.54,-557.019
88.55,-556.733
88.56,-557.067
88.57,-556.733
88.58,-557.019
88.59,-556.685
88.6,-556.972
88.61,-556.685
88.62,-556.972
88.63,-556.638
88.64,-556.924
88.65,-556.638
88.66,-556.924
88.67,-556.638
88.68,-556.924
88.69,-556.59
88.7,-556.876
88.71,-556.59
88.72,-556.876
88.73,-556.542
88.74,-556.876
88.75,-556.542
88.76,-556.781
88.77,-556.542
88.78,-556.828
88.79,-556.495
88.8,-556.781
88.81,-556.495
88.82,-556.781
88.83,-556.447
88.84,-556.733
88.85,-556.447
88.86,-556.733
88.87,-556.447
88.88,-556.733
88.89,-556.399
88.9,-556.685
88.91,-556.399
88.92,-556.638
88.93,-556.352
88.94,-556.638
88.95,-556.352
88.96,-556.638
88.97,-556.352
88.98,-556.59
88.99,-556.304
89,-556.59
89.01,-556.304
89.02,-556.542
89.03,-556.256
89.04,-556.542
89.05,-556.256
89.06,-556.495
89.07,-556.209
89.08,-556.495
89.09,-556.209
89.1,-556.495
89.11,-556.161
89.12,-556.495
89.13,-556.161
89.14,-556.447
89.15,-556.161
89.16,-556.399
89.17,-556.113
89.18,-556.399
89.19,-556.113
89.2,-556.399
89.21,-556.113
89.22,-556.352
89.23,-556.066
89.24,-556.352
89.25,-556.066
89.26,-556.304
89.27,-556.018
89.28,-556.304
89.29,-556.018
89.3,-556.304
89.31,-556.018
89.32,-556.304
89.33,-555.97
89.34,-556.256
89.35,-555.97
89.36,-556.256
89.37,-555.97
89.38,-556.209
89.39,-555.922
89.4,-556.209
89.41,-555.922
89.42,-556.161
89.43,-555.875
89.44,-556.161
89.45,-555.827
89.46,-556.113
89.47,-555.875
89.48,-556.113
89.49,-555.827
89.5,-556.113
89.51,-555.827
89.52,-556.066
89.53,-555.779
89.54,-556.066
89.55,-555.732
89.56,-556.066
89.57,-555.779
89.58,-556.018
89.59,-555.684
89.6,-556.018
89.61,-555.684
89.62,-555.97
89.63,-555.684
89.64,-555.97
89.65,-555.684
89.66,-555.922
89.67,-555.636
89.68,-555.922
89.69,-555.636
89.7,-555.875
89.71,-555.636
89.72,-555.922
89.73,-555.589
89.74,-555.875
89.75,-555.541
89.76,-555.875
89.77,-555.541
89.78,-555.827
89.79,-555.541
89.8,-555.779
89.81,-555.493
89.82,-555.779
89.83,-555.493
89.84,-555.779
89.85,-555.493
89.86,-555.732
89.87,-555.446
89.88,-555.732
89.89,-555.446
89.9,-555.684
89.91,-555.398
89.92,-555.684
89.93,-555.446
89.94,-555.636
89.95,-555.398
89.96,-555.636
89.97,-555.35
89.98,-555.636
89.99,-555.35
90,-555.636
90.01,-555.303
90.02,-555.589
90.03,-555.303
90.04,-555.589
90.05,-555.255
90.06,-555.589
90.07,-555.207
90.08,-555.541
90.09,-555.255
90.1,-555.493
90.11,-555.207
90.12,-555.493
90.13,-555.207
90.14,-555.493
90.15,-555.16
90.16,-555.446
90.17,-555.16
90.18,-555.446
90.19,-555.16
90.2,-555.446
90.21,-555.112
90.22,-555.398
90.23,-555.112
90.24,-555.398
90.25,-555.112
90.26,-555.398
90.27,-555.064
90.28,-555.35
90.29,-555.064
90.3,-555.35
90.31,-555.064
90.32,-555.303
90.33,-555.017
90.34,-555.303
90.35,-554.969
90.36,-555.255
90.37,-554.969
90.38,-555.255
90.39,-554.969
90.4,-555.255
90.41,-554.969
90.42,-555.207
90.43,-554.921
90.44,-555.207
90.45,-554.873
90.46,-555.207
90.47,-554.921
90.48,-555.16
90.49,-554.873
90.5,-555.16
90.51,-554.826
90.52,-555.112
90.53,-554.826
90.54,-555.064
90.55,-554.778
90.56,-555.064
90.57,-554.778
90.58,-555.017
90.59,-554.778
90.6,-555.064
90.61,-554.778
90.62,-555.017
90.63,-554.73
90.64,-555.017
90.65,-554.73
90.66,-555.017
90.67,-554.683
90.68,-554.969
90.69,-554.683
90.7,-554.921
90.71,-554.635
90.72,-554.921
90.73,-554.635
90.74,-554.921
90.75,-554.635
90.76,-554.873
90.77,-554.54
90.78,-554.873
90.79,-554.587
90.8,-554.826
90.81,-554.54
90.82,-554.826
90.83,-554.54
90.84,-554.826
90.85,-554.492
90.86,-554.826
90.87,-554.492
90.88,-554.778
90.89,-554.444
90.9,-554.778
90.91,-554.444
90.92,-554.73
90.93,-554.492
90.94,-554.778
90.95,-554.444
90.96,-554.73
90.97,-554.397
90.98,-554.683
90.99,-554.397
91,-554.683
91.01,-554.397
91.02,-554.683
91.03,-554.349
91.04,-554.635
91.05,-554.397
91.06,-554.587
91.07,-554.301
91.08,-554.587
91.09,-554.301
91.1,-554.587
91.11,-554.301
91.12,-554.587
91.13,-554.254
91.14,-554.587
91.15,-554.254
91.16,-554.492
91.17,-554.254
91.18,-554.492
91.19,-554.206
91.2,-554.492
91.21,-554.158
91.22,-554.444
91.23,-554.158
91.24,-554.444
91.25,-554.158
91.26,-554.444
91.27,-554.111
91.28,-554.397
91.29,-554.111
91.3,-554.397
91.31,-554.111
91.32,-554.349
91.33,-554.063
91.34,-554.349
91.35,-554.063
91.36,-554.301
91.37,-554.015
91.38,-554.301
91.39,-554.015
91.4,-554.301
91.41,-554.015
91.42,-554.301
91.43,-553.967
91.44,-554.254
91.45,-553.967
91.46,-554.254
91.47,-553.92
91.48,-554.206
91.49,-553.92
91.5,-554.206
91.51,-553.872
91.52,-554.206
91.53,-553.872
91.54,-554.158
91.55,-553.872
91.56,-554.158
91.57,-553.824
91.58,-554.111
91.59,-553.824
91.6,-554.111
91.61,-553.824
91.62,-554.063
91.63,-553.824
91.64,-554.063
91.65,-553.777
91.66,-554.063
91.67,-553.729
91.68,-554.063
91.69,-553.729
91.7,-554.015
91.71,-553.729
91.72,-554.015
91.73,-553.681
91.74,-554.015
91.75,-553.681
91.76,-553.967
91.77,-553.681
91.78,-553.92
91.79,-553.681
91.8,-553.967
91.81,-553.634
91.82,-553.92
91.83,-553.634
91.84,-553.92
91.85,-553.634
91.86,-553.872
91.87,-553.586
91.88,-553.824
91.89,-553.586
91.9,-553.824
91.91,-553.538
91.92,-553.824
91.93,-553.491
91.94,-553.824
91.95,-553.491
91.96,-553.777
91.97,-553.491
91.98,-553.777
91.99,-553.443
92,-553.777
92.01,-553.443
92.02,-553.729
92.03,-553.443
92.04,-553.729
92.05,-553.443
92.06,-553.681
92.07,-553.395
92.08,-553.681
92.09,-553.395
92.1,-553.634
92.11,-553.395
92.12,-553.634
92.13,-553.395
92.14,-553.634
92.15,-553.348
92.16,-553.634
92.17,-553.3
92.18,-553.586
92.19,-553.252
92.2,-553.586
92.21,-553.252
92.22,-553.538
92.23,-553.252
92.24,-553.538
92.25,-553.252
92.26,-553.538
92.27,-553.252
92.28,-553.538
92.29,-553.205
92.3,-553.491
92.31,-553.157
92.32,-553.443
92.33,-553.205
92.34,-553.443
92.35,-553.109
92.36,-553.443
92.37,-553.157
92.38,-553.395
92.39,-553.109
92.4,-553.395
92.41,-553.109
92.42,-553.395
92.43,-553.109
92.44,-553.395
92.45,-553.061
92.46,-553.348
92.47,-553.061
92.48,-553.348
92.49,-553.061
92.5,-553.3
92.51,-553.014
92.52,-553.3
92.53,-552.966
92.54,-553.252
92.55,-552.966
92.56,-553.252
92.57,-552.966
92.58,-553.252
92.59,-552.966
92.6,-553.252
92.61,-552.918
92.62,-553.205
92.63,-552.918
92.64,-553.205
92.65,-552.871
92.66,-553.157
92.67,-552.871
92.68,-553.157
92.69,-552.918
92.7,-553.109
92.71,-552.871
92.72,-553.109
92.73,-552.823
92.74,-553.109
92.75,-552.775
92.76,-553.109
92.77,-552.775
92.78,-553.061
92.79,-552.775
92.8,-553.061
92.81,-552.728
92.82,-553.061
92.83,-552.775
92.84,-553.014
92.85,-552.728
92.86,-552.966
92.87,-552.68
92.88,-552.966
92.89,-552.68
92.9,-552.966
92.91,-552.68
92.92,-552.966
92.93,-552.68
92.94,-552.966
92.95,-552.632
92.96,-552.918
92.97,-552.585
92.98,-552.871
92.99,-552.632
93,-552.871
93.01,-552.585
93.02,-552.823
93.03,-552.585
93.04,-552.871
93.05,-552.537
93.06,-552.871
93.07,-552.585
93.08,-552.823
93.09,-552.537
93.1,-552.775
93.11,-552.489
93.12,-552.823
93.13,-552.489
93.14,-552.728
93.15,-552.489
93.16,-552.728
93.17,-552.442
93.18,-552.728
93.19,-552.442
93.2,-552.728
93.21,-552.394
93.22,-552.728
93.23,-552.394
93.24,-552.68
93.25,-552.394
93.26,-552.68
93.27,-552.346
93.28,-552.632
93.29,-552.394
93.3,-552.632
93.31,-552.346
93.32,-552.632
93.33,-552.346
93.34,-552.585
93.35,-552.299
93.36,-552.585
93.37,-552.299
93.38,-552.537
93.39,-552.299
93.4,-552.537
93.41,-552.251
93.42,-552.537
93.43,-552.251
93.44,-552.537
93.45,-552.251
93.46,-552.489
93.47,-552.203
93.48,-552.489
93.49,-552.203
93.5,-552.442
93.51,-552.156
93.52,-552.394
93.53,-552.156
93.54,-552.442
93.55,-552.156
93.56,-552.442
93.57,-552.156
93.58,-552.394
93.59,-552.108
93.6,-552.346
93.61,-552.06
93.62,-552.346
93.63,-552.06
93.64,-552.346
93.65,-552.012
93.66,-552.299
93.67,-552.012
93.68,-552.346
93.69,-552.012
93.7,-552.251
93.71,-552.012
93.72,-552.299
93.73,-551.965
93.74,-552.251
93.75,-551.965
93.76,-552.251
93.77,-551.917
93.78,-552.203
93.79,-551.917
93.8,-552.203
93.81,-551.917
93.82,-552.156
93.83,-551.917
93.84,-552.156
93.85,-551.917
93.86,-552.156
93.87,-551.869
93.88,-552.108
93.89,-551.869
93.9,-552.108
93.91,-551.822
93.92,-552.06
93.93,-551.822
93.94,-552.108
93.95,-551.774
93.96,-552.06
93.97,-551.774
93.98,-552.06
93.99,-551.774
94,-552.012
94.01,-551.726
94.02,-552.012
94.03,-551.726
94.04,-551.965
94.05,-551.726
94.06,-551.965
94.07,-551.679
94.08,-551.965
94.09,-551.679
94.1,-551.917
94.11,-551.679
94.12,-551.917
94.13,-551.631
94.14,-551.917
94.15,-551.631
94.16,-551.869
94.17,-551.583
94.18,-551.869
94.19,-551.583
94.2,-551.869
94.21,-551.536
94.22,-551.822
94.23,-551.583
94.24,-551.822
94.25,-551.536
94.26,-551.822
94.27,-551.536
94.28,-551.822
94.29,-551.488
94.3,-551.774
94.31,-551.488
94.32,-551.726
94.33,-551.44
94.34,-551.726
94.35,-551.44
94.36,-551.726
94.37,-551.44
94.38,-551.726
94.39,-551.44
94.4,-551.679
94.41,-551.393
94.42,-551.679
94.43,-551.345
94.44,-551.631
94.45,-551.345
94.46,-551.631
94.47,-551.345
94.48,-551.631
94.49,-551.345
94.5,-551.583
94.51,-551.345
94.52,-551.583
94.53,-551.297
94.54,-551.536
94.55,-551.297
94.56,-551.536
94.57,-551.25
94.58,-551.536
94.59,-551.25
94.6,-551.536
94.61,-551.25
94.62,-551.536
94.63,-551.25
94.64,-551.488
94.65,-551.202
94.66,-551.488
94.67,-551.202
94.68,-551.488
94.69,-551.202
94.7,-551.44
94.71,-551.154
94.72,-551.393
94.73,-551.106
94.74,-551.393
94.75,-551.106
94.76,-551.393
94.77,-551.106
94.78,-551.393
94.79,-551.106
94.8,-551.345
94.81,-551.059
94.82,-551.345
94.83,-551.059
94.84,-551.345
94.85,-551.011
94.86,-551.297
94.87,-551.011
94.88,-551.25
94.89,-551.011
94.9,-551.297
94.91,-550.963
94.92,-551.25
94.93,-550.963
94.94,-551.25
94.95,-550.916
94.96,-551.25
94.97,-550.916
94.98,-551.25
94.99,-550.916
95,-551.202
95.01,-550.916
95.02,-551.202
95.03,-550.916
95.04,-551.202
95.05,-550.916
95.06,-551.154
95.07,-550.868
95.08,-551.154
95.09,-550.868
95.1,-551.106
95.11,-550.868
95.12,-551.106
95.13,-550.82
95.14,-551.059
95.15,-550.82
95.16,-551.106
95.17,-550.773
95.18,-551.059
95.19,-550.773
95.2,-551.059
95.21,-550.773
95.22,-551.011
95.23,-550.773
95.24,-551.011
95.25,-550.725
95.26,-551.011
95.27,-550.773
95.28,-551.011
95.29,-550.773
95.3,-550.963
95.31,-550.677
95.32,-550.963
95.33,-550.725
95.34,-550.963
95.35,-550.63
95.36,-550.963
95.37,-550.677
95.38,-550.963
95.39,-550.677
95.4,-550.916
95.41,-550.63
95.42,-550.916
95.43,-550.63
95.44,-550.916
95.45,-550.582
95.46,-550.868
95.47,-550.582
95.48,-550.868
95.49,-550.534
95.5,-550.82
95.51,-550.534
95.52,-550.773
95.53,-550.534
95.54,-550.82
95.55,-550.534
95.56,-550.773
95.57,-550.487
95.58,-550.773
95.59,-550.487
95.6,-550.773
95.61,-550.439
95.62,-550.773
95.63,-550.487
95.64,-550.725
95.65,-550.439
95.66,-550.725
95.67,-550.439
95.68,-550.725
95.69,-550.391
95.7,-550.677
95.71,-550.344
95.72,-550.63
95.73,-550.391
95.74,-550.63
95.75,-550.344
95.76,-550.582
95.77,-550.344
95.78,-550.582
95.79,-550.344
95.8,-550.582
95.81,-550.296
95.82,-550.582
95.83,-550.296
95.84,-550.534
95.85,-550.248
95.86,-550.582
95.87,-550.296
95.88,-550.534
95.89,-550.248
95.9,-550.534
95.91,-550.2
95.92,-550.534
95.93,-550.2
95.94,-550.487
95.95,-550.2
95.96,-550.487
95.97,-550.153
95.98,-550.487
95.99,-550.2
96,-550.439
96.01,-550.153
96.02,-550.439
96.03,-550.153
96.04,-550.439
96.05,-550.105
96.06,-550.439
96.07,-550.105
96.08,-550.344
96.09,-550.057
96.1,-550.344
96.11,-550.057
96.12,-550.391
96.13,-550.057
96.14,-550.344
96.15,-550.057
96.16,-550.344
96.17,-550.057
96.18,-550.344
96.19,-550.01
96.2,-550.296
96.21,-550.01
96.22,-550.296
96.23,-550.01
96.24,-550.296
96.25,-549.962
96.26,-550.248
96.27,-549.962
96.28,-550.248
96.29,-549.962
96.3,-550.248
96.31,-549.914
96.32,-550.2
96.33,-549.914
96.34,-550.2
96.35,-549.867
96.36,-550.2
96.37,-549.867
96.38,-550.153
96.39,-549.867
96.4,-550.153
96.41,-549.867
96.42,-550.153
96.43,-549.819
96.44,-550.105
96.45,-549.819
96.46,-550.105
96.47,-549.819
96.48,-550.105
96.49,-549.771
96.5,-550.057
96.51,-549.771
96.52,-550.057
96.53,-549.724
96.54,-550.01
96.55,-549.724
96.56,-550.01
96.57,-549.724
96.58,-550.01
96.59,-549.676
96.6,-549.962
96.61,-549.676
